JOSHUA PROJECT PEOPLES DATA

ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,RaceCode,Latitude,Longitude,WorkersMin,WorkersMax
AF,Afghanistan,14322,107901,Parsee,Parsee,2000,1,Y,prs,Dari,4,8,"Other / Small",0,0,14,A005,Persian-Median,265,C0176,Parsee,12,5,"Central Asia",ASI,Asia,Y,CNT24f,34.245037,61.583604,1,2
AF,Afghanistan,14324,107906,Parya,"Parya, Laghmani",300,1,Y,paq,Parya,1,6,Islam,0,0,14,A005,Persian-Median,299,C0211,Tajik,3,5,"Central Asia",ASI,Asia,Y,CNT24z,34.47933,69.89671,1,2
AF,Afghanistan,13996,107420,"Pashayi, Northeast","Pashayi, Northeast",81000,1,Y,aee,"Pashai, Northeast",1,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,5,"Central Asia",ASI,Asia,Y,CNN25i,34.66002,70.43165999999999,2,3
AF,Afghanistan,14042,107474,"Pashayi, Northwest","Pashayi, Northwest",85000,1,Y,glh,"Pashai, Northwest",1,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,5,"Central Asia",ASI,Asia,Y,CNN25i,34.96106,70.04196,2,3
AF,Afghanistan,15025,109456,"Pashayi, Southeast","Pashayi, Southeast",193000,1,Y,psi,"Pashai, Southeast",1,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,5,"Central Asia",ASI,Asia,Y,CNN25i,34.43099,70.30351,4,5
AF,Afghanistan,15072,109523,"Pashayi, Southwest","Pashayi, Southwest",107000,1,Y,psh,"Pashai, Southwest",1,6,Islam,0.00999999977648258,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,5,"Central Asia",ASI,Asia,Y,CNN25i,34.88104,69.77576000000001,3,4
AF,Afghanistan,14256,107909,"Pashtun, Northern","Pashtun, Northern",6629000,1,Y,pbu,"Pashto, Northern",4,6,Islam,0.01,0.01,14,A005,Persian-Median,267,C0178,Pashtun,20,5,"Central Asia",ASI,Asia,Y,CNT24a,33.562,68.363,133,138
AF,Afghanistan,14327,109502,"Pashtun, Southern","Pashtun, Southern",6982000,1,Y,pbt,"Pashto, Southern",2,6,Islam,0.0199999995529652,0.0199999995529652,14,A005,Persian-Median,267,C0178,Pashtun,8,5,"Central Asia",ASI,Asia,Y,CNT24a,33.5619999999001,68.3629999998501,140,145
AF,Afghanistan,14371,107987,Persian,Persian,588000,1,Y,pes,"Persian, Iranian",4,6,Islam,0.119999997317791,0.100000001490116,14,A005,Persian-Median,268,C0179,Persian,42,5,"Central Asia",ASI,Asia,Y,CNT24f,34.2582109352864,62.4460833448704,12,15
AF,Afghanistan,14483,108182,Punjabi,Punjabi,5300,1,Y,pan,"Punjabi, Eastern",4,6,Islam,1,0.3,21,A012,"South Asian Peoples",272,C0183,Punjabi,17,5,"Central Asia",ASI,Asia,Y,CNN25n,34.1478387962234,71.0732133629064,1,2
AF,Afghanistan,15382,110802,"Punjabi, Western","Punjabi, Western",33000,1,Y,pnb,"Punjabi, Western",3,6,Islam,0.200000002980232,0.1,21,A012,"South Asian Peoples",272,C0183,Punjabi,1,5,"Central Asia",ASI,Asia,Y,CNN25h,34.757485,70.30116700000001,1,2
AF,Afghanistan,14498,108231,Qizilbash,Qizilbash,265000,1,Y,prs,Dari,4,6,Islam,0,0,24,A015,"Turkic Peoples",309,C0221,Turkish,1,5,"Central Asia",ASI,Asia,Y,MSY41,32.3647769999586,62.0940299999845,6,8
AF,Afghanistan,14570,108397,"Romani, Balkan","Romani, Balkan",15000,1,Y,rmn,"Romani, Balkan",4,6,Islam,0,0,12,A003,"Eurasian Peoples",354,C0279,Romani,17,5,"Central Asia",ASI,Asia,Y,CNN25f,34.3504552842839,62.151338125554,1,2
AF,Afghanistan,11597,102682,"Romani, Domari","Romani, Domari",9900,1,Y,rmt,Domari,1,6,Islam,0.015,0,14,A005,Persian-Median,353,C0278,Domari,15,5,"Central Asia",ASI,Asia,Y,CNN25f,34.47461,69.12958,1,2
AF,Afghanistan,14598,108452,Russian,Russian,800,2,N,rus,Russian,4,7,Non-Religious,31,0.3,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",71,5,"Central Asia",ASI,Asia,Y,CEW22j,34.708655,69.232984,1,2
AF,Afghanistan,14727,108647,Sanglechi,Sanglechi,2500,1,Y,sgy,Sanglechi,1,6,Islam,0,0,14,A005,Persian-Median,299,C0211,Tajik,2,5,"Central Asia",ASI,Asia,Y,CNT24z,36.67411,71.57368,1,2
AF,Afghanistan,14782,108746,Sau,Sau,4300,1,Y,sdg,Savi,0,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,5,"Central Asia",ASI,Asia,Y,CNN25i,35.16964,71.45910000000001,1,2
AF,Afghanistan,14921,108967,Shughni,Shughni,40000,1,Y,sgh,Shughni,2,6,Islam,0,0,14,A005,Persian-Median,299,C0211,Tajik,2,5,"Central Asia",ASI,Asia,Y,CNT24z,37.59163,71.37385,1,2
AF,Afghanistan,14924,108970,Shumashti,Shumashti,1400,1,Y,sts,Shumashti,1,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,5,"Central Asia",ASI,Asia,Y,CNN25i,34.74897,70.75085,1,2
AF,Afghanistan,14192,109027,Sindhi,Sindhi,21000,1,Y,snd,Sindhi,4,6,Islam,0.0799999982118607,0.0799999982118607,21,A012,"South Asian Peoples",281,C0192,Sindhi,6,5,"Central Asia",ASI,Asia,Y,CNN25p,34.5173684362043,69.10888638150131,1,2
AF,Afghanistan,15253,109822,Tangshuri,Tangshuri,14000,1,Y,prs,Dari,4,6,Islam,0,0,14,A005,Persian-Median,299,C0211,Tajik,1,5,"Central Asia",ASI,Asia,Y,CNT24z,38.11159,71.21229,1,2
AF,Afghanistan,15500,110076,Tirahi,Tirahi,5100,1,Y,pbt,"Pashto, Southern",2,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,5,"Central Asia",ASI,Asia,Y,CNN25i,31.81734,66.46972,1,2
AF,Afghanistan,18274,113818,Turk,Turk,9500,1,Y,tur,Turkish,4,6,Islam,0,0,24,A015,"Turkic Peoples",309,C0221,Turkish,70,5,"Central Asia",ASI,Asia,Y,MSY41j,34.558664,68.88765600000001,1,2
AF,Afghanistan,15654,110306,Turkmen,Turkmen,1703000,1,Y,tuk,Turkmen,3,6,Islam,0,0,24,A015,"Turkic Peoples",310,C0222,Turkmen,14,5,"Central Asia",ASI,Asia,Y,MSY41k,36.59488,64.75669000000001,35,40
AF,Afghanistan,15755,110469,Uyghur,Uyghur,4300,1,Y,uig,Uyghur,3,6,Islam,0.0500000007450581,0.05,24,A015,"Turkic Peoples",313,C0225,Uyghur,14,5,"Central Asia",ASI,Asia,Y,MSY41z,34.89379,62.7225,1,2
AF,Afghanistan,15756,110472,"Uzbek, Southern","Uzbek, Southern",3116000,1,Y,uzs,"Uzbek, Southern",2,6,Islam,0.00999999977648258,0.00999999977648258,24,A015,"Turkic Peoples",314,C0226,Uzbek,5,5,"Central Asia",ASI,Asia,Y,MSY41l,36.33165,66.70937000000001,63,68
AF,Afghanistan,15866,110689,Warduji,Warduji,7200,1,Y,wrd,Warduji,0,6,Islam,0,0,14,A005,Persian-Median,268,C0179,Persian,1,5,"Central Asia",ASI,Asia,Y,CNT24f,36.98774,70.86259,1,2
AF,Afghanistan,15418,110865,Wotapuri-Katarqalai,Wotapuri-Katarqalai,3100,1,Y,pbu,"Pashto, Northern",4,6,Islam,0,0,21,A012,"South Asian Peoples",201,C0107,Kashmiri,1,5,"Central Asia",ASI,Asia,Y,CNN25i,35.121354,70.981163,1,2
AL,Albania,11880,103338,"Albanian, Gheg","Albanian, Gheg",1203000,2,N,aln,"Albanian, Gheg",3,6,Islam,36,0.4,12,A003,"Eurasian Peoples",106,C0008,Albanian,12,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW13,41.1098149640893,20.0818606675358,1,2
AL,Albania,10249,100222,"Albanian, Tosk","Albanian, Tosk",1569000,2,N,als,"Albanian, Tosk",4,6,Islam,17,0.4,12,A003,"Eurasian Peoples",106,C0008,Albanian,13,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW13,40.54253,20.1558,1,2
AL,Albania,15741,110448,"Americans, U.S.","Americans, U.S.",2100,5,N,eng,English,4,1,Christianity,78,33,18,A009,"North American Peoples",109,C0011,Anglo-American,104,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW19s,41.333518,19.810378,1,2
AL,Albania,10328,100356,Anglo-Canadian,Anglo-Canadian,800,5,N,eng,English,4,1,Christianity,78,10.5,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,20,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW19d,41.33587,19.834638,1,2
AL,Albania,10431,100520,Aromanian,Aromanian,7300,3,N,rup,Aromanian,2,1,Christianity,95,0.8,12,A003,"Eurasian Peoples",106,C0008,Albanian,8,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW21i,40.23232,20.63302,1,2
AL,Albania,20677,117065,Ashkali,Ashkali,3000,1,Y,als,"Albanian, Tosk",4,6,Islam,0,0,12,A003,"Eurasian Peoples",106,C0008,Albanian,5,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW13,41.328208,19.825288,1,2
AL,Albania,19007,114916,Deaf,Deaf,,1,Y,sqk,"Albanian Sign Language",0,6,Islam,0,0,26,A017,Deaf,328,C0252,Deaf,216,9,"Eastern Europe and Eurasia",EUR,Europe,Y,,41.3231537541424,19.7979090196855,1,2
AL,Albania,20676,117066,"Egyptian, Balkan","Egyptian, Balkan",3000,1,Y,als,"Albanian, Tosk",4,6,Islam,4,0,12,A003,"Eurasian Peoples",106,C0008,Albanian,5,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW13,41.345601,19.818675,1,2
AL,Albania,19215,115094,"European, general","European, general",6300,3,N,eng,English,4,1,Christianity,65,0.5,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,7,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEWxxx,41.421921,19.892526,1,2
AL,Albania,18765,114431,Gorani,Gorani,35000,1,Y,srp,Serbian,4,6,Islam,5,0,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",4,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW22a,40.660934,19.698161,1,2
AL,Albania,11942,103480,Greek,Greek,28000,3,N,ell,Greek,4,1,Christianity,90,0.2,12,A003,"Eurasian Peoples",178,C0082,Greek,74,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW20,40.07766,20.18662,1,2
AL,Albania,12273,104096,Italian,Italian,7800,3,N,ita,Italian,4,1,Christianity,87,1.1,12,A003,"Eurasian Peoples",193,C0098,Italian,61,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW21e,41.324095,19.801377,1,2
AL,Albania,13186,105968,Macedonian,Macedonian,5500,3,N,mkd,Macedonian,4,1,Christianity,90,1,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",29,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW22g,41.68565,20.14576,1,2
AL,Albania,13798,106775,Montenegrin,Montenegrin,1300,3,N,srp,Serbian,4,1,Christianity,70,0.140000000596046,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",9,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW22h,40.5251594677635,19.9205882019654,1,2
AL,Albania,14567,108394,"Romani, Vlax","Romani, Vlax",7300,4,N,rmy,"Romani, Vlax",3,6,Islam,25,6,12,A003,"Eurasian Peoples",354,C0279,Romani,30,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CNN25f,40.8007382646592,19.9114243567486,1,2
AL,Albania,14864,108856,Serb,Serb,1300,3,N,srp,Serbian,4,1,Christianity,69,0.05,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",39,9,"Eastern Europe and Eurasia",EUR,Europe,Y,CEW22a,40.5310706255407,19.9216976143623,1,2
AL,Albania,18274,113818,Turk,Turk,1700,1,Y,tur,Turkish,4,6,Islam,0.01,0.0034535686876439,24,A015,"Turkic Peoples",309,C0221,Turkish,70,9,"Eastern Europe and Eurasia",EUR,Europe,Y,MSY41j,41.338572,19.796522,1,2
AG,Algeria,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",27877000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,1,0.9,10,A001,"Arab World",115,C0017,"Arab, Maghreb",18,6,"Middle East and North Africa",AFR,Africa,Y,CMT32a,35.9974245827783,5.38943857423078,558,568
AG,Algeria,11722,102879,"Arab, Egyptian","Arab, Egyptian",17000,2,N,arz,"Arabic, Egyptian Spoken",3,6,Islam,11,2,10,A001,"Arab World",163,C0067,Egyptian,33,6,"Middle East and North Africa",AFR,Africa,Y,CMT30,36.7094131458999,3.09809594297337,1,2
AG,Algeria,12247,104056,"Arab, Iraqi","Arab, Iraqi",4400,1,Y,acm,"Arabic, Mesopotamian Spoken",1,6,Islam,0.699999988079071,0.699999988079071,10,A001,"Arab World",113,C0015,"Arab, Levant",24,6,"Middle East and North Africa",AFR,Africa,Y,CMT30,28.4894699998406,1.28376999998551,1,2
AG,Algeria,13819,106804,"Arab, Moroccan","Arab, Moroccan",170000,1,Y,ary,"Arabic, Moroccan Spoken",4,6,Islam,0.150000005960464,0.150000005960464,10,A001,"Arab World",115,C0017,"Arab, Maghreb",21,6,"Middle East and North Africa",AFR,Africa,Y,CMT30,35.672831999697,-0.625895000353978,4,5
